0,0,36,35,20,19,36,23,13,28
0,0,36,35,21,17,38,22,17,24
0,0,36,33,22,19,38,19,17,19
0,0,37,32,21,16,47,18,18,13
0,0,40,28,24,17,48,17,19,9
0,0,45,22,25,18,52,13,21,5
0,0,51,24,20,20,53,13,17,6
0,0,58,20,20,24,50,15,15,9
0,0,64,14,30,26,45,17,11,9
0,0,69,14,28,25,48,14,6,13
0,0,70,18,24,27,46,17,6,11
0,0,75,17,14,34,40,23,5,14
0,0,80,15,19,31,41,17,5,18
0,0,84,16,10,41,33,19,7,18
0,0,83,19,8,35,38,20,9,15
0,0,86,19,8,39,31,19,12,14
0,0,83,23,10,35,30,17,20,7
0,0,84,25,9,32,29,15,25,5
0,0,84,28,8,33,20,22,24,8
0,0,80,33,9,29,20,21,21,11
0,0,80,33,10,35,16,21,23,10
0,0,81,33,10,37,14,22,21,9
0,0,85,25,16,38,6,31,21,9
0,0,87,25,14,38,4,27,22,11
0,0,87,24,13,42,4,26,22,10
0,0,85,26,11,48,7,20,23,11
0,0,84,29,8,46,13,20,13,14
0,0,84,27,8,46,18,16,16,12
0,0,84,26,6,47,23,10,12,15
0,0,84,23,7,52,25,8,7,16
0,0,84,21,7,48,32,6,6,15
0,0,84,17,8,51,30,6,2,11
0,0,84,14,8,50,37,3,4,11
0,0,80,15,10,51,36,4,2,10
0,0,75,13,19,44,36,5,1,7
0,0,72,12,23,41,37,5,2,2
0,0,66,15,26,37,35,10,1,1
0,0,61,17,27,36,34,9,1,2
0,0,55,20,29,35,27,12,1,3
0,0,51,29,21,33,23,14,4,2
0,0,44,34,21,26,30,18,3,2
0,0,40,34,21,25,32,15,6,2
0,0,38,39,20,24,31,15,7,3
0,0,38,36,20,22,32,18,6,3
0,0,39,35,19,20,33,13,10,2
0,0,37,36,18,21,31,14,11,4
0,0,37,32,20,22,30,13,12,3
0,6,30,27,21,24,27,14,10,3
0,11,25,28,23,22,27,12,14,4
0,19,22,22,22,24,21,14,10,7
0,26,23,20,21,25,15,15,9,11
0,33,22,18,28,19,15,15,8,13
0,42,19,14,25,19,13,19,7,17
0,49,20,9,30,21,13,14,9,16
0,57,20,8,28,16,12,13,9,17
0,67,17,8,22,24,7,9,10,19
0,73,19,8,20,18,10,6,14,15
0,78,19,8,11,20,9,5,19,16
0,74,30,8,9,22,5,4,18,15
0,82,26,6,9,17,8,6,18,16
0,83,29,8,7,17,8,2,18,13
0,80,35,8,5,12,7,4,17,12
0,80,36,8,4,10,7,8,11,15
0,80,37,8,5,11,5,10,10,11
0,74,42,10,3,10,6,13,8,11
0,78,38,8,3,9,5,13,7,9
0,78,34,8,3,9,3,18,6,8
0,76,30,7,3,10,3,18,7,6
0,64,27,9,4,11,2,16,10,4
0,50,30,8,3,12,5,13,9,5
0,30,28,10,2,12,8,13,7,5
0,17,30,37,4,12,12,11,8,4
0,19,18,31,6,13,17,10,4,7
0,11,32,27,10,13,18,8,3,9
0,38,34,10,4,11,18,7,4,6
0,40,29,4,3,7,23,5,7,4
0,60,17,4,0,3,27,6,4,4
0,79,10,0,3,0,28,5,5,4
0,86,7,2,3,2,26,5,5,3
0,87,10,1,2,0,28,5,5,5
0,84,14,1,3,2,25,5,4,9
0,78,17,4,1,0,23,8,4,10
0,76,16,2,3,2,16,13,5,10
0,68,16,6,3,1,13,13,5,12
0,59,17,6,3,1,13,11,5,14
0,50,18,7,3,2,14,10,8,13
0,41,20,8,4,3,14,10,11,14
0,34,23,8,4,1,16,7,15,13
0,28,25,8,3,3,15,2,21,13
0,21,27,9,4,3,15,2,22,13
0,13,30,10,4,3,16,1,24,13
0,6,33,11,4,2,16,4,23,13
0,0,34,14,3,3,15,6,17,19
0,0,29,15,4,2,16,8,11,24
0,0,23,17,5,2,15,13,7,24
0,0,12,24,6,3,13,16,7,22
0,0,5,28,7,2,13,17,6,22
0,0,0,28,9,3,12,20,7,13
0,0,0,25,9,3,13,19,10,9
0,0,0,18,14,3,13,19,12,9
0,0,0,8,23,2,13,21,13,8
0,0,0,0,27,3,14,18,13,11
0,0,0,0,24,5,15,21,10,13
0,0,0,0,18,9,17,19,11,12
0,0,0,0,11,14,21,19,13,6
0,0,0,0,2,23,19,18,16,7
0,0,0,0,0,22,20,19,14,11
0,0,0,0,0,19,23,17,17,8
0,0,0,0,0,18,26,10,25,6
0,0,0,0,0,9,38,11,19,6
0,0,0,0,0,8,39,12,19,6
0,0,0,0,0,10,31,18,15,7
0,0,0,0,0,13,31,18,11,8
0,0,0,0,0,15,16,29,8,10
0,0,0,0,0,17,13,30,6,12
0,0,0,0,0,18,15,28,5,16
0,0,0,0,0,19,21,21,10,12
0,0,0,0,0,22,19,12,15,11
0,0,0,0,0,25,18,6,18,10
0,0,0,0,0,27,20,3,15,8
0,0,0,0,0,27,19,4,10,7
0,0,0,0,0,24,26,2,3,13
0,0,0,0,0,25,26,1,0,16
0,0,0,0,0,28,25,0,1,13
0,0,0,0,0,31,22,0,1,8
0,0,0,0,0,28,24,0,1,0
0,0,0,0,0,30,20,2,2,0
0,0,0,0,0,32,22,2,2,1
0,0,0,0,0,33,21,2,2,1
0,0,0,0,0,38,16,4,2,1
0,0,0,0,0,37,14,7,2,1
0,0,0,0,0,37,12,9,2,2
0,0,0,0,0,38,9,10,3,1
0,0,0,0,0,38,7,11,3,1
0,0,0,0,0,37,4,14,4,1
0,0,0,0,0,34,5,14,5,0
0,0,0,0,0,32,6,12,7,1
0,0,0,0,0,30,9,8,8,0
0,0,0,0,0,28,10,9,10,0
0,0,0,0,0,24,12,6,15,0
0,0,0,0,0,23,12,4,15,0
0,0,0,0,0,23,12,1,17,2
0,0,0,0,0,23,11,1,14,3
0,0,0,0,0,22,9,3,11,5
0,0,0,0,0,19,11,5,8,6
0,0,0,0,0,16,12,6,6,8
0,0,0,0,0,15,12,7,3,14
0,0,0,0,0,12,9,11,1,9
0,0,0,0,0,9,13,13,2,14
0,0,0,0,0,7,15,9,3,15
0,0,0,0,0,5,15,10,7,14
0,0,0,0,0,0,15,11,10,16
0,0,0,0,0,0,14,11,10,11
0,0,0,0,0,0,13,9,13,11
0,0,0,0,0,0,10,10,17,11
0,0,0,0,0,0,7,11,15,14
0,0,0,0,0,0,5,12,17,13
0,0,0,0,0,0,5,11,18,12
0,0,0,0,0,0,2,12,19,17
0,0,0,0,0,0,0,12,23,17
0,0,0,0,0,0,0,13,22,13
0,0,0,0,0,0,0,8,28,11
0,0,0,0,0,0,0,6,27,12
0,0,0,0,0,0,0,4,27,14
0,0,0,0,0,0,0,0,29,17
0,0,0,0,0,0,0,0,29,20
0,0,0,0,0,0,0,0,26,23
0,0,0,0,0,0,0,0,25,22
0,0,0,0,0,0,0,0,23,24
0,0,0,0,0,0,0,0,23,24
0,0,0,0,0,0,0,0,19,28
0,0,0,0,0,0,0,0,27,27
0,0,0,0,0,0,0,0,29,25
0,0,0,0,0,0,0,0,32,25
0,0,0,0,0,0,0,0,36,25
0,0,0,0,0,0,0,0,38,29
0,0,0,0,0,0,0,0,39,33
0,0,0,0,0,0,0,0,39,35
0,0,0,0,0,0,0,1,42,34
0,0,0,0,0,0,0,3,45,31
0,0,0,0,0,0,0,4,48,27
0,0,0,0,0,0,0,7,43,29
0,0,0,0,0,0,0,10,40,29
0,0,0,0,0,0,0,15,37,27
0,0,0,0,0,0,0,19,36,29
0,0,0,0,0,0,0,24,29,32
0,0,0,0,0,0,0,33,26,23
0,0,0,0,0,0,2,34,31,21
0,0,0,0,0,0,8,30,31,20
0,0,0,0,0,0,11,32,31,18
0,0,0,0,0,0,15,29,32,19
0,0,0,0,0,0,18,27,33,13
0,0,0,0,0,0,20,24,32,14
0,0,0,0,0,0,23,24,29,14
0,0,0,0,0,4,23,20,29,11
0,0,0,0,0,7,22,20,27,14
0,0,0,0,0,9,20,23,24,16
0,0,0,0,0,11,22,20,25,12
0,0,0,0,0,11,25,19,24,16
0,0,0,0,0,12,24,18,24,17
0,0,0,0,0,11,29,19,23,16
0,0,0,0,2,14,27,22,22,16
0,0,0,0,7,10,27,22,23,16
0,0,0,0,8,16,23,19,26,13
0,0,0,0,12,14,22,15,25,12
0,0,0,0,11,17,22,15,30,12
0,0,0,0,10,21,20,16,29,7
0,0,0,0,12,20,19,14,30,11
0,0,0,0,13,22,16,15,27,8
0,0,0,5,8,20,18,14,27,8
0,0,0,4,7,26,13,13,30,5
0,0,0,6,5,26,17,10,32,5
0,0,0,7,4,29,16,12,29,6
0,0,0,6,5,28,15,11,31,7
0,0,0,7,3,28,15,11,33,8
0,0,0,7,3,29,15,13,29,8
0,0,0,4,4,31,16,13,29,7
0,0,0,2,5,29,19,11,28,5
0,0,0,0,2,30,20,10,27,8
0,0,0,0,2,31,18,12,26,13
0,0,0,0,1,36,18,9,26,18
0,0,0,0,4,35,18,10,26,11
0,0,0,3,4,37,23,7,24,7
0,0,0,6,5,41,20,8,23,5
0,0,5,7,4,45,17,9,20,8
0,0,15,7,4,42,21,7,19,8
0,12,18,7,4,44,21,8,16,10
0,18,23,9,4,45,20,9,15,10
0,23,24,12,4,43,23,10,11,15
0,28,22,11,6,45,21,10,5,22
0,33,21,10,5,45,23,9,6,21
0,38,19,9,5,45,25,7,6,20
0,43,17,9,4,45,27,7,5,17
0,48,16,6,6,44,28,7,5,16
0,55,15,7,4,52,21,9,5,14
0,62,16,6,4,56,18,8,5,11
0,69,16,6,4,55,21,8,5,11
0,76,15,7,4,53,23,8,5,9
0,81,15,7,4,53,22,8,5,10
0,87,14,7,4,51,26,8,6,4
0,93,13,7,4,50,26,9,7,3
0,97,14,7,4,45,30,9,6,4
0,101,14,6,4,46,30,10,6,3
0,103,15,6,4,48,30,9,5,3
0,104,17,7,3,47,29,10,6,2
0,105,20,6,3,48,28,12,5,3
0,105,22,6,3,47,28,13,6,3
0,107,22,6,2,44,31,14,6,5
0,107,24,6,2,42,34,14,6,5
0,109,25,5,1,44,31,14,7,6
0,109,26,6,0,45,32,13,6,9
0,110,25,7,0,45,30,16,5,9
0,110,25,7,0,42,33,17,5,8
0,112,24,6,0,40,35,17,5,9
0,112,24,6,0,41,33,17,8,6
0,112,24,6,0,42,32,17,11,4
0,113,24,5,0,41,32,16,11,4
0,114,22,6,0,42,32,16,15,3
0,115,20,5,1,39,35,13,18,3
0,114,20,5,2,38,33,14,19,3
0,115,17,6,3,37,36,13,17,5
0,115,16,5,3,39,35,15,14,5
