0,0,4,31,14,37,10,7,9,9
0,0,4,30,14,30,5,17,12,13
0,0,4,31,12,35,4,19,9,11
0,0,4,31,12,28,8,18,8,17
0,0,5,30,13,29,7,17,7,14
0,0,5,31,14,29,5,21,8,12
0,0,2,29,12,33,3,23,9,12
0,0,0,30,10,30,8,20,10,17
0,0,2,29,15,35,7,19,16,10
0,0,0,34,10,34,6,20,12,8
0,0,0,29,12,36,6,15,12,13
0,0,1,32,14,35,5,18,10,7
0,0,1,37,14,31,7,18,18,8
0,0,0,35,13,40,7,10,12,7
3,0,3,35,20,35,6,12,14,8
0,0,4,32,11,37,4,19,8,14
2,0,5,30,11,30,9,19,10,7
2,0,6,32,10,32,14,23,15,7
3,1,2,32,7,32,10,20,15,13
3,0,3,31,7,28,6,23,17,9
0,0,4,31,12,29,11,19,16,6
2,0,1,35,13,30,8,19,11,8
2,0,2,30,11,28,8,22,11,9
2,0,0,30,9,42,10,9,14,8
0,0,4,31,10,39,8,13,13,6
2,0,1,34,10,34,9,15,12,4
0,0,0,34,15,28,7,18,13,10
2,0,0,37,13,30,4,15,18,11
0,0,0,37,12,31,12,21,17,14
1,0,0,37,10,34,11,18,18,10
0,0,1,34,10,37,10,21,16,12
0,0,1,36,9,35,13,27,17,10
2,0,2,31,11,32,7,21,14,8
0,0,2,30,15,27,13,19,16,10
2,0,3,31,12,30,10,26,11,6
0,0,1,29,12,33,12,25,14,9
0,0,0,28,10,34,9,26,21,13
0,0,0,32,6,33,7,27,20,10
1,0,2,30,9,34,9,24,17,14
0,0,1,34,7,33,10,20,17,17
1,0,1,28,7,29,7,25,19,10
2,0,0,32,6,30,5,29,15,13
0,0,0,33,7,31,6,29,16,11
1,0,0,29,6,29,6,28,15,16
2,0,0,29,8,29,8,19,15,11
0,0,1,29,12,27,5,22,15,13
0,0,0,30,8,31,10,23,16,17
0,0,1,30,6,27,8,24,17,12
0,0,1,30,10,33,9,17,14,17
0,0,1,30,7,32,12,25,14,17
0,0,1,33,5,35,10,20,19,21
0,0,1,31,6,36,8,21,12,16
0,0,1,35,4,32,9,27,13,25
0,0,2,34,5,35,10,25,15,17
0,0,1,33,7,35,13,24,11,16
0,0,1,30,7,28,7,28,12,10
0,0,1,25,9,25,12,20,21,12
0,0,0,28,7,29,13,26,18,10
0,0,0,27,4,28,9,25,24,16
